bw_req,latency_req,priority,prb_usage,queue_len,hour_of_day,prb_allocated,expected_latency,sla_ok,type_emergency,type_industry,type_normal
0.622,200,1,59.1,40,6,6,187.65,1,False,False,True
4.929,10,3,87.4,22,17,30,6.82,1,True,False,False
0.431,200,1,58.3,27,14,6,187.71,1,False,False,True
0.444,200,1,64.2,32,23,8,158.01,1,False,False,True
1.693,50,2,59.3,17,4,18,39.55,1,False,True,False
4.257,10,3,65.5,17,18,32,7.41,1,True,False,False
0.507,200,1,72.7,40,15,5,223.24,0,False,False,True
0.646,200,1,94.2,40,11,7,173.37,1,False,False,True
0.558,200,1,77.0,40,5,8,167.28,1,False,False,True
0.554,200,1,45.6,22,16,8,153.3,1,False,False,True
0.624,200,1,88.5,41,5,8,169.24,1,False,False,True
0.576,200,1,79.6,26,4,6,192.79,1,False,False,True
0.631,200,1,82.5,16,22,9,158.74,1,False,False,True
1.609,50,2,80.5,49,12,16,39.89,1,False,True,False
0.624,200,1,92.0,3,6,9,154.94,1,False,False,True
0.612,200,1,72.5,5,0,8,159.01,1,False,False,True
0.617,200,1,69.8,26,9,8,159.97,1,False,False,True
0.546,200,1,75.3,49,11,5,225.44,0,False,False,True
0.44,200,1,90.2,6,14,6,191.58,1,False,False,True
0.455,200,1,96.1,37,18,7,176.81,1,False,False,True
0.511,200,1,67.1,20,11,6,186.71,1,False,False,True
0.621,200,1,78.1,40,1,7,174.24,1,False,False,True
0.588,200,1,49.1,25,21,8,151.37,1,False,False,True
2.44,50,2,93.7,30,15,15,43.74,1,False,True,False
0.577,200,1,52.4,48,19,6,191.0,1,False,False,True
1.681,50,2,66.6,4,22,22,36.76,1,False,True,False
2.42,50,2,77.7,25,0,15,42.14,1,False,True,False
0.442,200,1,76.5,45,14,9,159.3,1,False,False,True
0.632,200,1,82.2,44,15,8,167.3,1,False,False,True
0.465,200,1,83.7,24,2,6,192.32,1,False,False,True
0.615,200,1,43.1,11,9,12,123.86,1,False,False,True
0.615,200,1,83.4,44,7,8,167.9,1,False,False,True
0.616,200,1,84.4,47,13,5,228.0,0,False,False,True
0.596,200,1,51.8,23,2,9,150.05,1,False,False,True
6.342,10,3,40.5,23,7,32,5.33,1,True,False,False
2.368,50,2,62.8,41,4,17,38.83,1,False,True,False
2.036,50,2,95.6,19,12,15,42.95,1,False,True,False
0.642,200,1,71.2,4,6,11,139.12,1,False,False,True
5.727,10,3,62.7,14,14,32,6.9,1,True,False,False
2.152,50,2,56.7,20,8,17,39.74,1,False,True,False
2.341,50,2,56.8,49,8,15,43.22,1,False,True,False
0.449,200,1,61.0,1,16,13,121.59,1,False,False,True
1.965,50,2,94.5,10,16,15,39.85,1,False,True,False
0.573,200,1,68.7,1,19,12,131.66,1,False,False,True
2.094,50,2,60.3,1,2,24,33.27,1,False,True,False
0.403,200,1,69.7,41,17,9,155.78,1,False,False,True
1.622,50,2,60.2,37,3,16,41.92,1,False,True,False
1.852,50,2,91.9,30,3,15,42.14,1,False,True,False
0.602,200,1,46.5,4,18,9,143.14,1,False,False,True
4.417,10,3,41.1,2,5,34,6.4,1,True,False,False
5.496,10,3,64.5,28,1,30,5.81,1,True,False,False
1.704,50,2,40.2,36,2,16,37.47,1,False,True,False
4.028,10,3,53.0,27,9,32,8.39,1,True,False,False
2.005,50,2,69.2,2,23,22,32.71,1,False,True,False
1.613,50,2,77.7,29,9,17,39.72,1,False,True,False
0.48,200,1,69.8,33,16,9,154.59,1,False,False,True
0.48,200,1,57.6,2,17,11,135.53,1,False,False,True
0.418,200,1,77.9,20,18,5,221.7,0,False,False,True
1.795,50,2,85.2,38,12,15,44.94,1,False,True,False
0.614,200,1,64.0,39,11,10,150.03,1,False,False,True
1.645,50,2,41.7,4,7,21,36.73,1,False,True,False
4.971,10,3,76.6,34,12,32,8.84,1,True,False,False
0.552,200,1,69.4,29,6,7,166.68,1,False,False,True
1.716,50,2,66.8,12,18,16,41.13,1,False,True,False
2.358,50,2,86.9,3,13,20,39.43,1,False,True,False
0.598,200,1,94.9,4,16,9,158.25,1,False,False,True
0.631,200,1,75.8,27,16,8,163.35,1,False,False,True
0.575,200,1,89.2,21,2,9,156.89,1,False,False,True
0.646,200,1,88.9,20,14,9,157.06,1,False,False,True
0.62,200,1,94.5,41,8,8,169.13,1,False,False,True
2.46,50,2,65.4,42,10,15,40.08,1,False,True,False
1.842,50,2,71.5,49,20,17,39.94,1,False,True,False
2.04,50,2,62.3,17,10,15,41.91,1,False,True,False
0.632,200,1,82.8,37,15,9,163.47,1,False,False,True
0.425,200,1,93.9,17,18,6,192.44,1,False,False,True
0.445,200,1,95.6,11,16,7,173.36,1,False,False,True
0.519,200,1,92.5,9,4,8,163.81,1,False,False,True
0.554,200,1,62.3,22,12,7,164.72,1,False,False,True
1.947,50,2,79.3,36,16,16,39.91,1,False,True,False
0.493,200,1,92.7,32,23,5,232.35,0,False,False,True
0.552,200,1,91.7,38,15,5,232.24,0,False,False,True
0.558,200,1,49.8,37,16,7,163.3,1,False,False,True
6.405,10,3,64.1,7,6,32,10.27,0,True,False,False
0.514,200,1,84.8,18,23,5,226.25,0,False,False,True
4.293,10,3,47.2,42,12,30,10.05,0,True,False,False
1.8,50,2,54.0,3,7,23,35.93,1,False,True,False
6.318,10,3,67.8,14,11,30,6.51,1,True,False,False
0.63,200,1,92.2,45,23,5,235.34,0,False,False,True
0.622,200,1,83.8,39,19,8,165.64,1,False,False,True
2.058,50,2,79.1,42,20,16,42.17,1,False,True,False
2.055,50,2,91.3,26,4,15,44.91,1,False,True,False
0.558,200,1,67.0,36,19,10,151.96,1,False,False,True
2.581,50,2,80.2,37,19,15,44.0,1,False,True,False
1.607,50,2,85.7,1,22,19,37.44,1,False,True,False
0.586,200,1,63.9,38,14,8,158.64,1,False,False,True
0.53,200,1,70.1,41,0,6,194.6,1,False,False,True
5.19,10,3,88.3,49,16,30,8.55,1,True,False,False
4.404,10,3,61.9,48,1,32,8.66,1,True,False,False
2.314,50,2,64.5,44,11,15,40.01,1,False,True,False
0.441,200,1,90.8,28,3,5,227.42,0,False,False,True
0.485,200,1,50.8,22,9,9,148.84,1,False,False,True
0.439,200,1,91.2,17,14,8,163.05,1,False,False,True
2.52,50,2,66.0,7,19,19,38.49,1,False,True,False
0.63,200,1,57.1,30,6,7,160.15,1,False,False,True
6.177,10,3,58.6,3,20,30,8.24,1,True,False,False
0.639,200,1,41.1,10,16,11,129.94,1,False,False,True
0.556,200,1,65.5,1,0,13,128.09,1,False,False,True
0.65,200,1,54.3,22,8,9,149.84,1,False,False,True
0.548,200,1,74.8,20,3,8,161.08,1,False,False,True
0.496,200,1,66.2,43,22,6,193.94,1,False,False,True
2.498,50,2,74.8,37,12,15,41.69,1,False,True,False
0.633,200,1,65.2,16,1,8,159.89,1,False,False,True
6.246,10,3,58.1,44,16,30,9.93,1,True,False,False
0.404,200,1,94.4,5,6,6,193.01,1,False,False,True
1.761,50,2,50.7,15,3,17,37.61,1,False,True,False
6.1,10,3,45.0,9,18,30,6.19,1,True,False,False
0.617,200,1,63.4,27,22,7,166.94,1,False,False,True
2.109,50,2,57.0,18,10,16,40.05,1,False,True,False
0.576,200,1,44.5,5,13,10,136.94,1,False,False,True
0.558,200,1,80.8,21,0,8,165.71,1,False,False,True
4.98,10,3,81.2,45,6,30,9.46,1,True,False,False
1.996,50,2,47.2,12,21,20,34.65,1,False,True,False
0.47,200,1,66.7,32,14,10,149.39,1,False,False,True
2.407,50,2,40.2,10,0,22,35.52,1,False,True,False
0.56,200,1,59.4,21,22,6,184.33,1,False,False,True
0.597,200,1,90.8,22,0,7,172.9,1,False,False,True
0.626,200,1,54.3,32,15,10,148.08,1,False,False,True
0.573,200,1,54.1,24,12,8,153.9,1,False,False,True
0.458,200,1,77.5,3,22,11,141.74,1,False,False,True
0.473,200,1,43.7,37,12,8,155.74,1,False,False,True
1.665,50,2,62.3,7,12,21,34.84,1,False,True,False
2.379,50,2,58.4,23,5,17,41.86,1,False,True,False
0.415,200,1,82.2,34,10,6,195.26,1,False,False,True
0.463,200,1,56.5,28,14,8,153.92,1,False,False,True
0.625,200,1,63.5,24,14,8,155.4,1,False,False,True
0.579,200,1,83.4,21,14,8,161.73,1,False,False,True
0.599,200,1,55.5,45,17,7,164.31,1,False,False,True
0.631,200,1,80.4,46,20,9,162.39,1,False,False,True
0.605,200,1,89.1,32,16,7,172.67,1,False,False,True
1.918,50,2,97.0,45,23,17,40.48,1,False,True,False
0.596,200,1,61.9,16,16,10,146.72,1,False,False,True
2.187,50,2,49.2,43,16,15,41.74,1,False,True,False
0.603,200,1,64.8,18,12,10,146.17,1,False,False,True
0.554,200,1,93.2,46,12,5,232.06,0,False,False,True
0.463,200,1,69.4,12,23,10,146.44,1,False,False,True
2.016,50,2,90.6,35,13,16,44.21,1,False,True,False
2.455,50,2,62.1,32,3,16,40.58,1,False,True,False
0.432,200,1,46.6,19,18,10,141.84,1,False,False,True
2.246,50,2,50.2,48,23,17,38.81,1,False,True,False
0.492,200,1,45.2,11,6,10,135.83,1,False,False,True
2.575,50,2,76.9,9,4,18,36.95,1,False,True,False
2.114,50,2,96.2,20,20,17,43.74,1,False,True,False
4.763,10,3,58.9,30,0,31,9.01,1,True,False,False
0.559,200,1,44.6,37,10,10,145.1,1,False,False,True
0.608,200,1,40.8,25,14,11,133.86,1,False,False,True
2.371,50,2,95.9,24,19,16,40.68,1,False,True,False
6.286,10,3,90.1,32,13,32,7.87,1,True,False,False
0.564,200,1,54.9,22,10,7,158.9,1,False,False,True
1.759,50,2,87.9,9,12,15,44.41,1,False,True,False
0.627,200,1,82.2,40,6,6,195.7,1,False,False,True
0.55,200,1,69.9,9,17,11,142.44,1,False,False,True
2.356,50,2,78.4,16,23,15,39.24,1,False,True,False
2.484,50,2,71.0,41,9,17,40.98,1,False,True,False
0.617,200,1,88.8,24,3,7,173.69,1,False,False,True
0.625,200,1,66.1,32,14,6,192.33,1,False,False,True
0.607,200,1,92.0,22,9,6,193.79,1,False,False,True
2.539,50,2,40.6,49,14,20,37.09,1,False,True,False
0.441,200,1,68.2,19,0,10,144.49,1,False,False,True
4.367,10,3,48.4,43,5,30,5.04,1,True,False,False
0.535,200,1,53.4,21,13,10,143.98,1,False,False,True
0.538,200,1,44.4,7,0,13,120.47,1,False,False,True
2.503,50,2,72.8,43,21,17,43.28,1,False,True,False
4.706,10,3,46.1,32,18,30,7.19,1,True,False,False
6.478,10,3,72.7,29,8,32,8.48,1,True,False,False
2.214,50,2,68.5,35,9,15,41.99,1,False,True,False
1.619,50,2,56.1,40,23,15,39.42,1,False,True,False
6.424,10,3,64.4,6,9,30,7.34,1,True,False,False
0.456,200,1,82.1,35,23,5,228.81,0,False,False,True
0.644,200,1,82.7,20,22,8,162.4,1,False,False,True
2.452,50,2,84.0,4,9,18,37.04,1,False,True,False
0.42,200,1,47.8,40,11,6,187.6,1,False,False,True
2.413,50,2,59.2,38,4,15,42.95,1,False,True,False
0.641,200,1,59.3,15,12,10,145.22,1,False,False,True
2.466,50,2,74.4,49,18,15,42.93,1,False,True,False
0.567,200,1,86.3,31,8,9,161.74,1,False,False,True
0.499,200,1,85.3,8,1,8,162.37,1,False,False,True
0.635,200,1,80.7,7,2,10,149.52,1,False,False,True
0.473,200,1,89.6,18,11,9,161.26,1,False,False,True
2.576,50,2,94.3,44,17,15,42.76,1,False,True,False
0.621,200,1,60.6,25,8,9,154.71,1,False,False,True
2.338,50,2,62.4,26,9,15,43.88,1,False,True,False
2.435,50,2,67.3,48,7,15,44.16,1,False,True,False
1.824,50,2,84.0,2,18,17,40.82,1,False,True,False
0.6,200,1,43.9,13,13,7,153.91,1,False,False,True
1.703,50,2,72.0,14,17,17,39.96,1,False,True,False
0.543,200,1,96.8,3,21,9,159.02,1,False,False,True
0.52,200,1,81.1,22,8,5,226.64,0,False,False,True
0.564,200,1,56.0,28,11,10,144.36,1,False,False,True
0.508,200,1,82.4,38,5,7,173.79,1,False,False,True
0.405,200,1,75.9,20,11,9,158.02,1,False,False,True
2.327,50,2,40.7,49,4,20,39.26,1,False,True,False
2.086,50,2,75.2,36,12,15,45.35,1,False,True,False
2.142,50,2,77.8,37,2,15,45.36,1,False,True,False
6.044,10,3,93.3,47,10,32,9.87,1,True,False,False
1.925,50,2,65.1,33,13,15,42.61,1,False,True,False
1.711,50,2,46.0,28,14,16,37.27,1,False,True,False
0.508,200,1,83.2,1,9,10,150.83,1,False,False,True
0.456,200,1,52.6,26,4,6,182.98,1,False,False,True
2.38,50,2,73.1,36,12,15,42.24,1,False,True,False
0.404,200,1,44.7,25,1,10,142.53,1,False,False,True
2.374,50,2,40.0,1,2,23,34.97,1,False,True,False
0.438,200,1,78.0,28,3,7,168.39,1,False,False,True
0.407,200,1,45.4,32,2,11,135.27,1,False,False,True
0.457,200,1,55.6,24,10,7,163.38,1,False,False,True
0.646,200,1,93.4,32,10,6,199.23,1,False,False,True
0.434,200,1,57.9,49,2,8,159.72,1,False,False,True
0.407,200,1,81.0,33,4,9,160.45,1,False,False,True
0.509,200,1,43.4,10,17,10,136.41,1,False,False,True
0.487,200,1,53.2,2,16,13,120.27,1,False,False,True
0.456,200,1,54.1,3,2,10,140.12,1,False,False,True
2.419,50,2,83.7,34,23,15,44.6,1,False,True,False
1.605,50,2,82.0,17,13,17,40.09,1,False,True,False
5.225,10,3,60.2,5,13,30,6.68,1,True,False,False
0.543,200,1,61.9,35,20,10,146.96,1,False,False,True
0.507,200,1,91.4,24,7,7,174.09,1,False,False,True
2.284,50,2,70.8,1,10,20,39.29,1,False,True,False
0.587,200,1,91.0,23,15,7,171.28,1,False,False,True
0.63,200,1,44.3,32,8,9,147.43,1,False,False,True
0.545,200,1,73.8,48,17,8,163.73,1,False,False,True
0.455,200,1,85.6,16,22,7,171.32,1,False,False,True
0.628,200,1,43.1,15,16,8,148.75,1,False,False,True
1.695,50,2,62.1,23,21,16,40.4,1,False,True,False
0.485,200,1,80.3,14,17,9,152.97,1,False,False,True
1.896,50,2,47.8,3,22,23,33.18,1,False,True,False
0.455,200,1,82.1,32,7,9,161.38,1,False,False,True
2.597,50,2,95.2,38,1,15,44.71,1,False,True,False
0.518,200,1,63.9,5,8,11,136.7,1,False,False,True
0.482,200,1,84.0,20,4,8,166.41,1,False,False,True
2.297,50,2,82.8,37,14,16,41.39,1,False,True,False
0.532,200,1,44.3,13,17,7,157.94,1,False,False,True
0.636,200,1,70.6,43,21,7,170.53,1,False,False,True
0.64,200,1,87.5,14,4,7,168.21,1,False,False,True
0.614,200,1,91.5,15,3,6,195.35,1,False,False,True
0.577,200,1,58.7,10,3,10,141.59,1,False,False,True
2.023,50,2,78.4,28,15,15,43.74,1,False,True,False
1.803,50,2,51.5,49,11,18,37.76,1,False,True,False
1.791,50,2,78.2,21,7,16,38.82,1,False,True,False
0.423,200,1,84.3,16,12,5,226.98,0,False,False,True
2.141,50,2,68.7,3,15,21,35.46,1,False,True,False
0.437,200,1,50.7,43,23,10,146.46,1,False,False,True
0.563,200,1,66.9,29,16,8,162.6,1,False,False,True
0.44,200,1,79.3,25,0,5,227.74,0,False,False,True
0.425,200,1,71.7,9,3,7,162.69,1,False,False,True
0.496,200,1,77.5,22,20,5,221.27,0,False,False,True
0.517,200,1,51.1,35,20,6,188.49,1,False,False,True
0.617,200,1,75.7,21,18,7,169.01,1,False,False,True
0.449,200,1,63.6,37,19,7,164.58,1,False,False,True
0.486,200,1,86.0,1,18,9,155.48,1,False,False,True
0.459,200,1,48.3,23,10,7,157.1,1,False,False,True
1.926,50,2,57.3,36,22,16,40.88,1,False,True,False
2.426,50,2,47.3,49,12,18,39.8,1,False,True,False
0.455,200,1,63.7,42,22,6,192.02,1,False,False,True
0.581,200,1,96.6,25,17,5,228.41,0,False,False,True
0.438,200,1,89.6,14,21,7,167.37,1,False,False,True
0.521,200,1,46.2,8,13,9,142.48,1,False,False,True
6.217,10,3,76.4,32,18,30,8.87,1,True,False,False
0.428,200,1,77.6,33,0,8,165.75,1,False,False,True
0.548,200,1,71.3,47,12,9,156.8,1,False,False,True
0.502,200,1,59.2,4,9,11,138.19,1,False,False,True
0.487,200,1,55.5,45,4,9,155.56,1,False,False,True
0.607,200,1,91.2,30,9,8,165.34,1,False,False,True
5.34,10,3,69.2,26,9,31,8.15,1,True,False,False
0.617,200,1,63.9,7,17,10,145.72,1,False,False,True
0.433,200,1,85.5,45,23,8,167.57,1,False,False,True
0.648,200,1,58.0,48,15,7,169.16,1,False,False,True
0.558,200,1,52.3,43,17,7,163.61,1,False,False,True
2.136,50,2,77.0,1,6,21,36.68,1,False,True,False
1.815,50,2,56.2,38,10,16,42.37,1,False,True,False
2.372,50,2,56.8,29,15,15,42.6,1,False,True,False
0.556,200,1,50.9,34,20,9,148.14,1,False,False,True
2.185,50,2,55.3,6,20,22,34.17,1,False,True,False
2.441,50,2,65.0,8,22,20,38.98,1,False,True,False
0.508,200,1,47.6,42,14,9,153.03,1,False,False,True
4.631,10,3,43.3,17,12,30,5.18,1,True,False,False
0.568,200,1,40.2,10,11,11,128.7,1,False,False,True
0.611,200,1,89.3,33,21,5,227.66,0,False,False,True
0.555,200,1,63.9,12,13,8,157.27,1,False,False,True
1.695,50,2,56.9,22,11,15,41.83,1,False,True,False
5.301,10,3,52.8,19,8,31,9.25,1,True,False,False
0.44,200,1,54.4,19,15,8,155.31,1,False,False,True
0.583,200,1,47.1,37,10,10,143.67,1,False,False,True
0.591,200,1,80.7,40,14,5,229.32,0,False,False,True
2.172,50,2,80.4,35,21,15,40.23,1,False,True,False
0.588,200,1,84.9,21,6,9,160.58,1,False,False,True
0.641,200,1,51.5,41,22,9,151.16,1,False,False,True
0.52,200,1,69.2,1,21,10,141.93,1,False,False,True
0.474,200,1,47.8,19,9,8,152.83,1,False,False,True
0.454,200,1,47.0,20,2,9,146.09,1,False,False,True
0.618,200,1,41.7,45,12,11,136.38,1,False,False,True
6.456,10,3,40.7,19,9,31,6.67,1,True,False,False
0.5,200,1,83.6,7,5,7,166.51,1,False,False,True
5.482,10,3,83.4,31,4,32,9.74,1,True,False,False
0.637,200,1,61.5,41,5,7,166.12,1,False,False,True
0.609,200,1,69.3,41,15,9,157.35,1,False,False,True
6.253,10,3,52.8,4,10,32,7.48,1,True,False,False
2.098,50,2,59.8,15,10,16,38.09,1,False,True,False
2.352,50,2,48.7,30,14,17,36.4,1,False,True,False
0.403,200,1,66.8,49,15,6,191.47,1,False,False,True
0.616,200,1,88.9,45,20,8,171.73,1,False,False,True
5.198,10,3,70.6,37,23,31,7.11,1,True,False,False
0.445,200,1,51.7,15,7,8,150.35,1,False,False,True
0.48,200,1,75.8,4,22,11,137.97,1,False,False,True
2.253,50,2,80.4,12,18,15,41.93,1,False,True,False
4.456,10,3,87.9,20,10,30,6.68,1,True,False,False
0.498,200,1,68.8,20,19,8,159.84,1,False,False,True
0.55,200,1,42.8,31,22,10,141.6,1,False,False,True
0.533,200,1,64.5,42,19,9,153.57,1,False,False,True
5.918,10,3,67.5,42,5,32,6.77,1,True,False,False
6.002,10,3,80.8,45,21,31,8.33,1,True,False,False
0.435,200,1,93.9,8,8,7,169.17,1,False,False,True
1.817,50,2,57.4,47,14,16,43.52,1,False,True,False
2.036,50,2,80.5,28,11,16,41.27,1,False,True,False
1.762,50,2,50.1,10,14,17,38.93,1,False,True,False
0.52,200,1,67.0,10,20,7,160.05,1,False,False,True
0.468,200,1,53.2,33,16,7,161.68,1,False,False,True
0.582,200,1,74.8,2,18,9,150.6,1,False,False,True
0.412,200,1,45.9,47,17,7,165.59,1,False,False,True
2.091,50,2,78.7,11,10,17,40.64,1,False,True,False
0.48,200,1,68.5,14,22,7,161.83,1,False,False,True
2.398,50,2,47.6,5,2,20,34.54,1,False,True,False
0.424,200,1,52.6,21,15,6,180.62,1,False,False,True
0.6,200,1,65.1,25,0,7,162.65,1,False,False,True
0.525,200,1,61.1,15,11,10,146.95,1,False,False,True
2.468,50,2,72.6,25,7,16,42.0,1,False,True,False
0.503,200,1,68.7,28,19,8,162.93,1,False,False,True
1.779,50,2,67.5,26,20,15,44.17,1,False,True,False
0.424,200,1,91.5,40,22,9,162.81,1,False,False,True
0.621,200,1,91.4,45,19,6,202.62,0,False,False,True
0.428,200,1,66.3,11,10,9,149.44,1,False,False,True
0.54,200,1,82.4,47,13,7,174.19,1,False,False,True
0.415,200,1,72.1,10,16,7,161.07,1,False,False,True
4.47,10,3,82.5,10,6,30,6.43,1,True,False,False
0.483,200,1,95.1,14,2,7,171.81,1,False,False,True
1.723,50,2,66.6,41,2,15,44.23,1,False,True,False
0.464,200,1,72.5,8,18,8,159.25,1,False,False,True
0.537,200,1,79.8,30,15,6,192.26,1,False,False,True
0.552,200,1,52.9,19,2,9,149.25,1,False,False,True
0.507,200,1,96.3,33,23,6,199.71,1,False,False,True
0.414,200,1,80.9,39,22,5,229.5,0,False,False,True
2.148,50,2,45.5,1,7,23,30.22,1,False,True,False
0.622,200,1,67.9,42,4,7,169.91,1,False,False,True
1.73,50,2,50.9,35,6,17,36.87,1,False,True,False
0.539,200,1,86.1,34,16,9,161.26,1,False,False,True
2.569,50,2,94.5,26,12,15,43.46,1,False,True,False
1.655,50,2,72.7,47,11,15,44.52,1,False,True,False
0.44,200,1,60.4,28,12,10,146.29,1,False,False,True
6.426,10,3,76.6,29,1,32,6.6,1,True,False,False
0.424,200,1,90.8,13,3,5,228.82,0,False,False,True
2.327,50,2,40.9,33,18,19,39.14,1,False,True,False
5.445,10,3,55.2,37,18,30,4.92,1,True,False,False
0.553,200,1,41.2,1,6,11,129.6,1,False,False,True
4.957,10,3,69.2,49,9,30,5.25,1,True,False,False
1.993,50,2,86.6,24,14,17,43.89,1,False,True,False
0.629,200,1,92.5,10,11,6,195.88,1,False,False,True
5.781,10,3,63.9,12,18,31,6.18,1,True,False,False
0.582,200,1,87.7,10,6,9,156.29,1,False,False,True
5.033,10,3,68.0,40,1,30,5.95,1,True,False,False
2.088,50,2,67.3,1,13,20,35.15,1,False,True,False
0.566,200,1,85.4,43,12,7,175.17,1,False,False,True
2.573,50,2,82.4,32,17,15,43.99,1,False,True,False
2.454,50,2,94.6,3,16,18,39.74,1,False,True,False
1.672,50,2,64.1,10,6,18,40.35,1,False,True,False
1.836,50,2,58.1,13,12,16,39.32,1,False,True,False
0.59,200,1,43.7,23,10,10,141.15,1,False,False,True
2.418,50,2,67.1,49,18,15,45.04,1,False,True,False
0.593,200,1,62.5,35,10,7,167.65,1,False,False,True
0.592,200,1,75.9,48,20,6,195.46,1,False,False,True
0.466,200,1,64.7,41,1,8,163.08,1,False,False,True
0.604,200,1,54.0,38,9,9,154.9,1,False,False,True
1.628,50,2,55.3,48,14,15,40.83,1,False,True,False
0.621,200,1,54.4,18,11,8,156.47,1,False,False,True
5.312,10,3,61.3,46,1,32,5.3,1,True,False,False
0.511,200,1,84.8,42,11,7,176.41,1,False,False,True
0.472,200,1,55.9,3,4,12,126.79,1,False,False,True
2.312,50,2,81.7,29,3,15,42.16,1,False,True,False
0.646,200,1,52.3,18,16,8,155.48,1,False,False,True
0.519,200,1,84.7,36,7,8,168.55,1,False,False,True
4.168,10,3,51.7,16,4,30,7.48,1,True,False,False
1.667,50,2,90.7,25,0,17,44.2,1,False,True,False
0.589,200,1,62.8,16,21,7,163.32,1,False,False,True
0.495,200,1,76.6,31,8,9,157.98,1,False,False,True
0.564,200,1,91.7,30,16,9,164.23,1,False,False,True
0.474,200,1,93.2,43,19,7,174.97,1,False,False,True
0.649,200,1,40.3,22,14,7,159.19,1,False,False,True
0.496,200,1,74.3,3,1,9,154.36,1,False,False,True
2.05,50,2,88.3,26,11,15,41.18,1,False,True,False
2.257,50,2,69.1,33,9,15,40.62,1,False,True,False
0.428,200,1,61.1,31,10,9,155.58,1,False,False,True
0.486,200,1,78.1,2,20,10,145.59,1,False,False,True
5.455,10,3,93.5,43,20,31,8.07,1,True,False,False
2.538,50,2,92.1,38,23,15,44.67,1,False,True,False
0.53,200,1,45.5,45,7,11,139.01,1,False,False,True
0.464,200,1,72.4,6,0,7,163.0,1,False,False,True
0.538,200,1,63.6,3,21,12,131.14,1,False,False,True
0.55,200,1,40.3,37,23,8,152.86,1,False,False,True
2.141,50,2,56.7,30,21,17,41.01,1,False,True,False
2.053,50,2,62.2,37,2,17,41.48,1,False,True,False
2.031,50,2,41.1,19,14,18,35.96,1,False,True,False
5.186,10,3,81.9,37,0,30,7.97,1,True,False,False
0.515,200,1,86.2,49,12,8,169.04,1,False,False,True
0.57,200,1,80.1,34,13,9,158.87,1,False,False,True
0.412,200,1,75.7,33,2,7,169.89,1,False,False,True
0.405,200,1,46.0,36,21,11,136.6,1,False,False,True
1.792,50,2,48.1,13,20,18,37.79,1,False,True,False
0.596,200,1,47.2,48,3,7,161.47,1,False,False,True
0.518,200,1,56.3,13,15,9,147.81,1,False,False,True
0.547,200,1,69.3,32,8,10,151.8,1,False,False,True
2.008,50,2,78.2,31,3,15,42.03,1,False,True,False
0.63,200,1,80.3,30,12,7,170.19,1,False,False,True
0.458,200,1,40.8,11,14,12,124.48,1,False,False,True
1.975,50,2,82.7,28,19,16,40.66,1,False,True,False
2.077,50,2,89.8,46,19,15,46.99,1,False,True,False
0.549,200,1,58.9,13,8,8,154.59,1,False,False,True
0.499,200,1,62.5,29,14,9,151.32,1,False,False,True
2.145,50,2,95.5,18,18,15,44.72,1,False,True,False
0.584,200,1,90.8,25,19,6,194.38,1,False,False,True
2.541,50,2,56.0,37,16,18,36.92,1,False,True,False
0.644,200,1,44.9,45,14,7,165.43,1,False,False,True
2.089,50,2,71.4,28,13,15,43.46,1,False,True,False
0.456,200,1,57.3,5,19,12,127.7,1,False,False,True
1.857,50,2,90.6,25,19,17,41.1,1,False,True,False
1.674,50,2,60.7,35,22,17,39.24,1,False,True,False
5.957,10,3,83.3,3,8,32,10.29,0,True,False,False
2.55,50,2,78.2,18,12,15,40.11,1,False,True,False
0.436,200,1,50.5,28,11,10,143.79,1,False,False,True
2.561,50,2,93.5,42,6,15,41.59,1,False,True,False
0.577,200,1,68.7,22,3,7,163.87,1,False,False,True
4.15,10,3,53.5,42,22,30,9.63,1,True,False,False
1.991,50,2,82.5,2,13,18,36.82,1,False,True,False
1.832,50,2,52.7,14,12,19,38.02,1,False,True,False
4.592,10,3,80.0,19,10,30,9.11,1,True,False,False
1.839,50,2,87.6,47,18,16,45.18,1,False,True,False
0.563,200,1,80.9,45,15,9,159.83,1,False,False,True
0.507,200,1,63.3,40,17,10,151.78,1,False,False,True
0.482,200,1,65.3,10,10,7,163.9,1,False,False,True
0.42,200,1,64.3,4,15,8,156.23,1,False,False,True
0.437,200,1,61.8,14,14,9,151.32,1,False,False,True
4.849,10,3,73.7,19,11,32,6.55,1,True,False,False
0.417,200,1,42.1,31,8,11,133.78,1,False,False,True
0.446,200,1,83.7,35,12,6,196.18,1,False,False,True
0.434,200,1,58.2,47,11,7,167.35,1,False,False,True
0.582,200,1,53.5,19,2,6,182.61,1,False,False,True
2.309,50,2,95.4,3,2,18,38.47,1,False,True,False
0.584,200,1,51.1,44,20,7,164.69,1,False,False,True
0.435,200,1,66.7,42,16,7,168.55,1,False,False,True
0.568,200,1,44.3,23,5,7,156.17,1,False,False,True
0.404,200,1,81.3,24,16,7,169.59,1,False,False,True
2.394,50,2,43.5,12,3,17,35.07,1,False,True,False
4.658,10,3,61.2,32,11,30,7.15,1,True,False,False
0.474,200,1,41.0,23,22,8,151.8,1,False,False,True
0.512,200,1,42.3,35,15,10,141.1,1,False,False,True
2.288,50,2,57.5,25,20,16,39.78,1,False,True,False
2.156,50,2,88.0,25,1,15,41.11,1,False,True,False
4.97,10,3,74.6,26,21,32,8.97,1,True,False,False
